,prov,distinct,입학연도,입학자총수,입학남자,입학여자,인구나이,인구연도,인구총수,인구남자,인구여자,입학연도별 입학총수,인구연도별 인구총합,보정치,인구대비입학비율,보정후 인구대비입학비율,입학자비율,초등입학이동지수,초등입학이동지수z점수,,"보정치 = (입학년도별 인구총합/인구연도별 인구총합), 연도별로 입학유예자들로 인한 입학 누락자를 보정하기 위해 산출, 연도별로 입학유예자 규모가 달라 연도별 보정치는 다 다름, 전국인구총합 * 보정치 = 전국입학자수"
369,경기,수원시,2017,11580,5984,5596,6,2016,11873,6150,5723,445571,460063,0.968499966,0.97532216,1.007044082,2.598912407,0.018306952,0.774012795,,
370,경기,수원시,2018,11749,6072,5677,6,2017,11945,6206,5739,447106,462352,0.967025124,0.983591461,1.017131238,2.627788489,0.045017269,1.960391178,,
371,경기,수원시,2019,12205,6273,5932,6,2018,12491,6403,6088,462528,478982,0.965647978,0.977103515,1.011863056,2.638759167,0.031303748,1.351284779,,
372,경기,수원시,2020,10731,5521,5210,6,2019,10961,5663,5298,417119,431843,0.965904275,0.979016513,1.01357509,2.572647134,0.034923917,1.512079963,,
373,경기,시흥시,2009,4894,2604,2290,6,2008,5144,2700,2444,462768,488710,0.946917395,0.951399689,1.004733564,1.057549355,0.005005978,0.183230259,,
374,경기,시흥시,2010,4860,2513,2347,6,2009,5010,2606,2404,470657,487028,0.966385916,0.97005988,1.003801757,1.032599111,0.00392569,0.1352477,,
375,경기,시흥시,2011,4589,2386,2203,6,2010,4725,2445,2280,441332,457372,0.964930079,0.971216931,1.006515345,1.039806767,0.0067747,0.261790683,,
376,경기,시흥시,2012,4164,2099,2065,6,2011,4258,2148,2110,407210,420797,0.967711272,0.977923908,1.010553392,1.022568208,0.010791563,0.440205623,,
377,경기,시흥시,2013,4245,2122,2123,6,2012,4348,2191,2157,422944,435284,0.971650692,0.976310948,1.004796225,1.003678974,0.00481387,0.174697511,,
378,경기,시흥시,2014,4395,2199,2196,6,2013,4457,2215,2242,465061,480776,0.96731326,0.986089298,1.019410504,0.945037318,0.01834365,0.775642794,,
379,경기,시흥시,2015,4152,2179,1973,6,2014,4210,2219,1991,441255,454993,0.969806129,0.986223278,1.016928279,0.94095251,0.015928707,0.668379499,,
380,경기,시흥시,2016,4069,2106,1963,6,2015,4099,2121,1978,422114,435131,0.970084871,0.992681142,1.023293086,0.963957604,0.022453548,0.958189996,,
381,경기,시흥시,2017,4248,2165,2083,6,2016,4159,2112,2047,445571,460063,0.968499966,1.021399375,1.054619938,0.953383411,0.052073743,2.273814964,,
382,경기,시흥시,2018,4662,2422,2240,6,2017,4381,2283,2098,447106,462352,0.967025124,1.064140607,1.100427053,1.042705757,0.104715866,4.611993039,,
383,경기,시흥시,2019,5317,2756,2561,6,2018,5015,2602,2413,462528,478982,0.965647978,1.060219342,1.097935651,1.149552027,0.112582126,4.961384655,,
384,경기,시흥시,2020,4959,2537,2422,6,2019,4794,2460,2334,417119,431843,0.965904275,1.034418023,1.070932233,1.188869363,0.084329159,3.706487142,,
385,경기,안산시,2009,7976,4140,3836,6,2008,8444,4359,4085,462768,488710,0.946917395,0.94457603,0.997527383,1.723541818,-0.00426166,-0.22840561,,
386,경기,안산시,2010,7654,3947,3707,6,2009,7911,4091,3820,470657,487028,0.966385916,0.967513589,1.001166897,1.626237366,0.001897651,0.04516931,,
387,경기,안산시,2011,7397,3852,3545,6,2010,7566,3950,3616,441332,457372,0.964930079,0.97766323,1.013195932,1.676062465,0.022117206,0.94325087,,
388,경기,안산시,2012,6600,3390,3210,6,2011,6808,3498,3310,407210,420797,0.967711272,0.969447709,1.001794375,1.620785344,0.002908297,0.090058641,,
389,경기,안산시,2013,6424,3298,3126,6,2012,6574,3348,3226,422944,435284,0.971650692,0.977182841,1.005693557,1.518877204,0.008647815,0.344987858,,
390,경기,안산시,2014,7139,3668,3471,6,2013,7238,3714,3524,465061,480776,0.96731326,0.986322188,1.019651264,1.535067443,0.030166016,1.300750704,,
391,경기,안산시,2015,6508,3354,3154,6,2014,6590,3387,3203,441255,454993,0.969806129,0.987556904,1.018303427,1.474884137,0.026995434,1.159924612,,
392,경기,안산시,2016,5900,3037,2863,6,2015,5946,3063,2883,422114,435131,0.970084871,0.992263707,1.022862779,1.39772668,0.031955916,1.38025178,,
393,경기,안산시,2017,6090,3146,2944,6,2016,6091,3129,2962,445571,460063,0.968499966,0.999835823,1.032355042,1.36678554,0.044222403,1.92508605,,
394,경기,안산시,2018,5745,2909,2836,6,2017,5889,2978,2911,447106,462352,0.967025124,0.975547631,1.008813119,1.284930196,0.011324243,0.463865383,,
395,경기,안산시,2019,5611,2815,2796,6,2018,5498,2771,2727,462528,478982,0.965647978,1.020552928,1.056858142,1.213115747,0.068975507,3.02453192,,
396,경기,안산시,2020,5094,2610,2484,6,2019,4890,2511,2379,417119,431843,0.965904275,1.041717791,1.078489678,1.221234228,0.095854282,4.218392604,,
397,경기,안성시,2009,1853,990,863,6,2008,1939,1041,898,462768,488710,0.946917395,0.955647241,1.009219227,0.400416623,0.003691532,0.124847185,,
398,경기,안성시,2010,1798,937,861,6,2009,1811,951,860,470657,487028,0.966385916,0.992821645,1.027355251,0.382019177,0.01045023,0.425044833,,
399,경기,안성시,2011,1852,948,904,6,2010,1885,962,923,441332,457372,0.964930079,0.982493369,1.018201619,0.41963873,0.007638104,0.300140076,,
400,경기,안성시,2012,1696,876,820,6,2011,1722,889,833,407210,420797,0.967711272,0.984901278,1.017763569,0.416492719,0.007398397,0.289493122,,
401,경기,안성시,2013,1813,966,847,6,2012,1846,978,868,422944,435284,0.971650692,0.98212351,1.010778377,0.428661951,0.00462028,0.166098937,,
402,경기,안성시,2014,2031,1044,987,6,2013,2057,1058,999,465061,480776,0.96731326,0.987360233,1.020724386,0.436716904,0.00905069,0.362882145,,
403,경기,안성시,2015,1926,990,936,6,2014,1949,1000,949,441255,454993,0.969806129,0.988199076,1.018965592,0.436482306,0.008278145,0.32856845,,
404,경기,안성시,2016,1802,919,883,6,2015,1833,941,892,422114,435131,0.970084871,0.983087834,1.013403944,0.426898895,0.005722129,0.215039176,,
405,경기,안성시,2017,1809,938,871,6,2016,1828,946,882,445571,460063,0.968499966,0.989606127,1.021792629,0.405995902,0.008847718,0.353866867,,
406,경기,안성시,2018,1888,984,904,6,2017,1916,998,918,447106,462352,0.967025124,0.985386221,1.018987198,0.422271229,0.008017747,0.317002487,,
407,경기,안성시,2019,1787,897,890,6,2018,1782,893,889,462528,478982,0.965647978,1.002805836,1.038479714,0.386354988,0.014866829,0.621214629,,
408,경기,안성시,2020,1681,886,795,6,2019,1657,875,782,417119,431843,0.965904275,1.014484007,1.050294561,0.4030025,0.020268834,0.861152689,,
409,경기,안양시,2009,5819,3020,2799,6,2008,6152,3224,2928,462768,488710,0.946917395,0.945871261,0.998895222,1.25743353,-0.001389185,-0.100820377,,
410,경기,안양시,2010,6023,3126,2897,6,2009,6215,3241,2974,470657,487028,0.966385916,0.969106999,1.002815731,1.279700504,0.003603293,0.120927921,,
411,경기,안양시,2011,5482,2893,2589,6,2010,5734,2988,2746,441332,457372,0.964930079,0.956051622,0.99079886,1.242148768,-0.011429185,-0.546761893,,
412,경기,안양시,2012,5104,2628,2476,6,2011,5262,2722,2540,407210,420797,0.967711272,0.969973394,1.002337601,1.253407333,0.002929966,0.091021106,,
413,경기,안양시,2013,5291,2688,2603,6,2012,5424,2780,2644,422944,435284,0.971650692,0.975479351,1.003940365,1.250993039,0.004929369,0.179827593,,
414,경기,안양시,2014,5378,2845,2533,6,2013,5599,2939,2660,465061,480776,0.96731326,0.960528666,0.992986146,1.156407439,-0.008110873,-0.399374162,,
415,경기,안양시,2015,5127,2626,2501,6,2014,5290,2717,2573,441255,454993,0.969806129,0.969187146,0.999361745,1.161913179,-0.000741597,-0.072056785,,
416,경기,안양시,2016,4642,2389,2253,6,2015,4811,2464,2347,422114,435131,0.970084871,0.964872168,0.994626549,1.099702924,-0.005909199,-0.301583532,,
417,경기,안양시,2017,4978,2583,2395,6,2016,5158,2699,2459,445571,460063,0.968499966,0.965102753,0.996492294,1.117218131,-0.003918873,-0.213180234,,
418,경기,안양시,2018,4837,2443,2394,6,2017,5128,2599,2529,447106,462352,0.967025124,0.94325273,0.975416984,1.081846363,-0.026595046,-1.220376131,,
419,경기,안양시,2019,4602,2360,2242,6,2018,4893,2506,2387,462528,478982,0.965647978,0.940527284,0.97398566,0.994966791,-0.025883404,-1.188767504,,
420,경기,안양시,2020,4147,2145,2002,6,2019,4326,2228,2098,417119,431843,0.965904275,0.958622284,0.992460959,0.994200696,-0.007495319,-0.372033414,,
421,경기,양주시,2009,2175,1146,1029,6,2008,2312,1203,1109,462768,488710,0.946917395,0.940743945,0.993480477,0.469997926,-0.003064162,-0.175217,,
422,경기,양주시,2010,2278,1155,1123,6,2009,2275,1142,1133,470657,487028,0.966385916,1.001318681,1.036147842,0.484004275,0.01749571,0.737980264,,
423,경기,양주시,2011,2334,1242,1092,6,2010,2406,1283,1123,441332,457372,0.964930079,0.970074813,1.005331717,0.528853561,0.002819698,0.086123382,,
424,경기,양주시,2012,2112,1104,1008,6,2011,2171,1132,1039,407210,420797,0.967711272,0.972823584,1.00528289,0.51865131,0.002739978,0.082582504,,
425,경기,양주시,2013,2158,1144,1014,6,2012,2214,1180,1034,422944,435284,0.971650692,0.974706414,1.003144876,0.510233033,0.00160462,0.032153899,,
426,경기,양주시,2014,2361,1220,1141,6,2013,2437,1260,1177,465061,480776,0.96731326,0.968814116,1.001551571,0.507675337,0.000787694,-0.004131053,,
427,경기,양주시,2015,2212,1111,1101,6,2014,2266,1145,1121,441255,454993,0.969806129,0.976169462,1.006561448,0.501297436,0.003289237,0.106978681,,
428,경기,양주시,2016,2141,1089,1052,6,2015,2199,1121,1078,422114,435131,0.970084871,0.973624375,1.003648654,0.507208953,0.00185063,0.043080798,,
429,경기,양주시,2017,2136,1074,1062,6,2016,2179,1086,1093,445571,460063,0.968499966,0.980266177,1.012148902,0.479384879,0.005824,0.219563925,,
430,경기,양주시,2018,2187,1100,1087,6,2017,2277,1143,1134,447106,462352,0.967025124,0.960474308,0.993225806,0.489145751,-0.003313568,-0.186294717,,
431,경기,양주시,2019,2359,1179,1180,6,2018,2401,1198,1203,462528,478982,0.965647978,0.982507289,1.017459064,0.510023177,0.008904527,0.356390138,,
432,경기,양주시,2020,2065,1035,1030,6,2019,2124,1084,1040,417119,431843,0.965904275,0.972222222,1.006540966,0.49506256,0.003238187,0.104711224,,
433,경기,양평군,2009,628,346,282,6,2008,679,359,320,462768,488710,0.946917395,0.924889543,0.976737304,0.135705148,-0.003156868,-0.179334635,,
434,경기,양평군,2010,722,380,342,6,2009,697,367,330,470657,487028,0.966385916,1.035868006,1.071898905,0.153402584,0.011029478,0.450772966,,
435,경기,양평군,2011,790,429,361,6,2010,804,437,367,441332,457372,0.964930079,0.982587065,1.018298721,0.179003562,0.003275536,0.10637013,,
436,경기,양평군,2012,681,361,320,6,2011,699,369,330,407210,420797,0.967711272,0.974248927,1.006755791,0.167235579,0.001129809,0.011064457,,
437,경기,양평군,2013,776,390,386,6,2012,812,414,398,422944,435284,0.971650692,0.955665025,0.983547927,0.183475827,-0.003018558,-0.173191393,,
438,경기,양평군,2014,847,422,425,6,2013,883,434,449,465061,480776,0.96731326,0.959229898,0.991643491,0.182126646,-0.001521943,-0.106717031,,
439,경기,양평군,2015,816,410,406,6,2014,859,429,430,441255,454993,0.969806129,0.949941793,0.979517209,0.184927083,-0.003787823,-0.207359446,,
440,경기,양평군,2016,822,431,391,6,2015,851,440,411,422114,435131,0.970084871,0.965922444,0.995709214,0.194734124,-0.000835562,-0.076230422,,
441,경기,양평군,2017,831,421,410,6,2016,871,442,429,445571,460063,0.968499966,0.954075775,0.985106668,0.186502263,-0.00277764,-0.162490682,,
442,경기,양평군,2018,873,444,429,6,2017,937,476,461,447106,462352,0.967025124,0.931696905,0.963467114,0.195255711,-0.007133255,-0.355951771,,
443,경기,양평군,2019,840,438,402,6,2018,905,474,431,462528,478982,0.965647978,0.928176796,0.961195815,0.181610627,-0.007047252,-0.352131852,,
444,경기,양평군,2020,746,373,373,6,2019,799,404,395,417119,431843,0.965904275,0.933667084,0.966624859,0.178845845,-0.005969005,-0.304239908,,
445,경기,여주시,2014,1014,511,503,6,2013,1036,529,507,465061,480776,0.96731326,0.978764479,1.01183817,0.218035914,0.002581146,0.075527766,,
446,경기,여주시,2015,884,475,409,6,2014,932,503,429,441255,454993,0.969806129,0.948497854,0.978028315,0.200337673,-0.004401756,-0.234628214,,
447,경기,여주시,2016,908,481,427,6,2015,926,492,434,422114,435131,0.970084871,0.980561555,1.01079976,0.215107767,0.002323112,0.064066811,,
448,경기,여주시,2017,939,463,476,6,2016,957,474,483,445571,460063,0.968499966,0.981191223,1.013104034,0.210740825,0.002761555,0.083540888,,
449,경기,여주시,2018,955,494,461,6,2017,984,509,475,447106,462352,0.967025124,0.970528455,1.003622793,0.213595881,0.000773814,-0.004747593,,
450,경기,여주시,2019,868,457,411,6,2018,922,485,437,462528,478982,0.965647978,0.94143167,0.974922219,0.187664314,-0.004706205,-0.248150735,,
451,경기,여주시,2020,804,428,376,6,2019,827,455,372,417119,431843,0.965904275,0.972188634,1.006506192,0.19275075,0.001254073,0.016583855,,
452,경기,연천군,2009,377,201,176,6,2008,401,215,186,462768,488710,0.946917395,0.940149626,0.992852841,0.081466307,-0.000582253,-0.064979288,,
453,경기,연천군,2010,333,192,141,6,2009,352,196,156,470657,487028,0.966385916,0.946022727,0.978928512,0.070752161,-0.001490853,-0.105336136,,
454,경기,연천군,2011,334,159,175,6,2010,354,174,180,441332,457372,0.964930079,0.943502825,0.977793983,0.075679987,-0.001680551,-0.113761845,,
455,경기,연천군,2012,329,186,143,6,2011,341,191,150,407210,420797,0.967711272,0.964809384,0.997001288,0.080793694,-0.000242277,-0.049878767,,
456,경기,연천군,2013,281,147,134,6,2012,289,156,133,422944,435284,0.971650692,0.972318339,1.000687126,0.066439056,4.57E-05,-0.037089971,,
457,경기,연천군,2014,312,170,142,6,2013,314,175,139,465061,480776,0.96731326,0.993630573,1.027206608,0.067087973,0.001825236,0.041952904,,
458,경기,연천군,2015,300,157,143,6,2014,306,161,145,441255,454993,0.969806129,0.980392157,1.010915613,0.067987898,0.00074213,-0.006154886,,
459,경기,연천군,2016,271,147,124,6,2015,283,155,128,422114,435131,0.970084871,0.957597173,0.987127211,0.064200666,-0.000826442,-0.075825305,,
460,경기,연천군,2017,334,165,169,6,2016,338,166,172,445571,460063,0.968499966,0.98816568,1.020305333,0.074959995,0.001522088,0.028488111,,
461,경기,연천군,2018,300,166,134,6,2017,315,171,144,447106,462352,0.967025124,0.952380952,0.984856473,0.067098183,-0.001016103,-0.084249403,,
462,경기,연천군,2019,286,156,130,6,2018,321,175,146,462528,478982,0.965647978,0.890965732,0.922661003,0.061834094,-0.004782187,-0.251525604,,
463,경기,연천군,2020,284,143,141,6,2019,294,146,148,417119,431843,0.965904275,0.965986395,1.000085018,0.068086086,5.79E-06,-0.038860566,,
464,경기,오산시,2009,1986,995,991,6,2008,2092,1045,1047,462768,488710,0.946917395,0.949330784,1.00254868,0.429156726,0.001093783,0.009464326,,
465,경기,오산시,2010,2310,1200,1110,6,2009,2297,1207,1090,470657,487028,0.966385916,1.005659556,1.040639706,0.490803281,0.019946101,0.846818031,,
466,경기,오산시,2011,2447,1243,1204,6,2010,2499,1267,1232,441332,457372,0.964930079,0.979191677,1.014779929,0.554457868,0.008194848,0.324868663,,
467,경기,오산시,2012,2479,1264,1215,6,2011,2503,1273,1230,407210,420797,0.967711272,0.990411506,1.023457652,0.608776798,0.014280474,0.595170806,,
468,경기,오산시,2013,2583,1276,1307,6,2012,2643,1309,1334,422944,435284,0.971650692,0.977298524,1.005812616,0.61071915,0.003549876,0.118555326,,
469,경기,오산시,2014,2993,1554,1439,6,2013,3060,1589,1471,465061,480776,0.96731326,0.978104575,1.011155967,0.643571488,0.007179662,0.279777693,,
470,경기,오산시,2015,2971,1600,1371,6,2014,3047,1644,1403,441255,454993,0.969806129,0.975057434,1.005414798,0.673306818,0.003645821,0.122816866,,
471,경기,오산시,2016,2728,1427,1301,6,2015,2756,1440,1316,422114,435131,0.970084871,0.989840348,1.02036469,0.646270913,0.013161107,0.54545242,,
472,경기,오산시,2017,2839,1439,1400,6,2016,2863,1457,1406,445571,460063,0.968499966,0.991617185,1.023869096,0.637159959,0.015208432,0.636387423,,
473,경기,오산시,2018,2943,1502,1441,6,2017,2980,1518,1462,447106,462352,0.967025124,0.987583893,1.021259808,0.658233171,0.013993911,0.582442671,,
474,경기,오산시,2019,2979,1555,1424,6,2018,3048,1598,1450,462528,478982,0.965647978,0.977362205,1.012130949,0.644069116,0.00781317,0.307915855,,
475,경기,오산시,2020,2677,1378,1299,6,2019,2719,1392,1327,417119,431843,0.965904275,0.984553145,1.019307161,0.64178328,0.012391013,0.511247569,,
476,경기,용인시,2009,10494,5502,4992,6,2008,11360,5893,5467,462768,488710,0.946917395,0.923767606,0.975552472,2.267658957,-0.055438655,-2.501507859,,
477,경기,용인시,2010,11092,5717,5375,6,2009,11702,5999,5703,470657,487028,0.966385916,0.947872159,0.980842273,2.356705626,-0.045149123,-2.044483024,,
478,경기,용인시,2011,11162,5763,5399,6,2010,11750,6052,5698,441332,457372,0.964930079,0.949957447,0.984483195,2.52916172,-0.03924451,-1.782220843,,
479,경기,용인시,2012,10455,5449,5006,6,2011,11047,5727,5320,407210,420797,0.967711272,0.94641079,0.977988805,2.567471329,-0.056513112,-2.549231463,,
480,경기,용인시,2013,11055,5738,5317,6,2012,11544,5990,5554,422944,435284,0.971650692,0.957640333,0.985580868,2.613821215,-0.037689034,-1.713132071,,
481,경기,용인시,2014,12253,6241,6012,6,2013,12950,6608,6342,465061,480776,0.96731326,0.946177606,0.978150145,2.634708135,-0.05756799,-2.596085419,,
482,경기,용인시,2015,11757,6077,5680,6,2014,12457,6434,6023,441255,454993,0.969806129,0.943806695,0.973191102,2.664445729,-0.071430854,-3.211825152,,
483,경기,용인시,2016,10993,5693,5300,6,2015,11634,5996,5638,422114,435131,0.970084871,0.944902871,0.974041446,2.604272779,-0.067603154,-3.041812171,,
484,경기,용인시,2017,11437,5882,5555,6,2016,12059,6196,5863,445571,460063,0.968499966,0.948420267,0.979267217,2.566818756,-0.053217295,-2.402842875,,
485,경기,용인시,2018,11495,5866,5629,6,2017,12004,6146,5858,447106,462352,0.967025124,0.957597468,0.990250867,2.570978694,-0.025064812,-1.152408534,,
486,경기,용인시,2019,11990,6091,5899,6,2018,12683,6495,6188,462528,478982,0.965647978,0.945359931,0.978990224,2.592275495,-0.054463128,-2.458178369,,
487,경기,용인시,2020,10958,5579,5379,6,2019,11405,5812,5593,417119,431843,0.965904275,0.960806664,0.994722446,2.627068055,-0.013864493,-0.654929703,,
488,경기,의왕시,2009,1291,644,647,6,2008,1452,725,727,462768,488710,0.946917395,0.889118457,0.938960951,0.278973481,-0.017028276,-0.795453841,,
489,경기,의왕시,2010,1394,727,667,6,2009,1504,785,719,470657,487028,0.966385916,0.926861702,0.959101004,0.29618172,-0.012113535,-0.577158324,,
490,경기,의왕시,2011,1331,657,674,6,2010,1463,720,743,441332,457372,0.964930079,0.909774436,0.942839752,0.301587014,-0.017238789,-0.804804066,,
491,경기,의왕시,2012,1198,606,592,6,2011,1313,667,646,407210,420797,0.967711272,0.912414318,0.942858004,0.294197097,-0.016811009,-0.785803615,,
492,경기,의왕시,2013,1407,721,686,6,2012,1512,774,738,422944,435284,0.971650692,0.930555556,0.957705853,0.332668155,-0.014069916,-0.664053873,,
493,경기,의왕시,2014,1503,767,736,6,2013,1639,838,801,465061,480776,0.96731326,0.917022575,0.948009929,0.32318341,-0.016802329,-0.785418049,,
494,경기,의왕시,2015,1397,729,668,6,2014,1520,785,735,441255,454993,0.969806129,0.919078947,0.947693482,0.316596979,-0.016560086,-0.774658463,,
495,경기,의왕시,2016,1368,701,667,6,2015,1461,743,718,422114,435131,0.970084871,0.936344969,0.965219639,0.324083068,-0.011271726,-0.539768122,,
496,경기,의왕시,2017,1326,708,618,6,2016,1465,769,696,445571,460063,0.968499966,0.905119454,0.934558064,0.297595669,-0.019475237,-0.904139228,,
497,경기,의왕시,2018,1237,647,590,6,2017,1429,750,679,447106,462352,0.967025124,0.865640308,0.895158033,0.276668173,-0.029006435,-1.327481574,,
498,경기,의왕시,2019,1313,686,627,6,2018,1428,745,683,462528,478982,0.965647978,0.919467787,0.952176992,0.283874706,-0.013575742,-0.642104433,,
499,경기,의왕시,2020,1257,590,667,6,2019,1402,680,722,417119,431843,0.965904275,0.89657632,0.928224817,0.301352851,-0.021629656,-0.999830963,,
500,경기,의정부시,2009,4514,2375,2139,6,2008,4814,2529,2285,462768,488710,0.946917395,0.937681762,0.990246633,0.975434775,-0.009513774,-0.461686061,,
501,경기,의정부시,2010,4414,2261,2153,6,2009,4728,2423,2305,470657,487028,0.966385916,0.93358714,0.966060375,0.937837958,-0.031829869,-1.452888563,,
502,경기,의정부시,2011,4024,2034,1990,6,2010,4236,2151,2085,441332,457372,0.964930079,0.949952786,0.984478364,0.911785232,-0.014152398,-0.667717456,,
503,경기,의정부시,2012,3709,1908,1801,6,2011,3902,1999,1903,407210,420797,0.967711272,0.950538186,0.982253915,0.910832249,-0.016163706,-0.757052687,,
504,경기,의정부시,2013,3720,1873,1847,6,2012,3877,1951,1926,422944,435284,0.971650692,0.959504772,0.987499705,0.879549066,-0.010994623,-0.527460187,,
505,경기,의정부시,2014,4073,2144,1929,6,2013,4347,2273,2074,465061,480776,0.96731326,0.936968024,0.96862936,0.875799089,-0.027474378,-1.259432979,,
506,경기,의정부시,2015,3574,1856,1718,6,2014,3864,1979,1885,441255,454993,0.969806129,0.92494824,0.953745509,0.809962493,-0.037464403,-1.703154756,,
507,경기,의정부시,2016,3466,1731,1735,6,2015,3689,1858,1831,422114,435131,0.970084871,0.939550014,0.96852352,0.821105199,-0.025845502,-1.187084013,,
508,경기,의정부시,2017,3749,1897,1852,6,2016,3986,2038,1948,445571,460063,0.968499966,0.940541897,0.971132606,0.841392281,-0.024288802,-1.117940887,,
509,경기,의정부시,2018,3683,1884,1799,6,2017,3901,2003,1898,447106,462352,0.967025124,0.944116893,0.976310615,0.823742021,-0.019513942,-0.905858386,,
510,경기,의정부시,2019,3868,1967,1901,6,2018,4158,2127,2031,462528,478982,0.965647978,0.93025493,0.963347877,0.836273696,-0.030651206,-1.400536509,,
511,경기,의정부시,2020,3502,1812,1690,6,2019,3745,1955,1790,417119,431843,0.965904275,0.935113485,0.968122317,0.839568564,-0.026763501,-1.227858312,,
512,경기,이천시,2009,2333,1233,1100,6,2008,2390,1258,1132,462768,488710,0.946917395,0.976150628,1.030871999,0.504140304,0.015563819,0.652172458,,
513,경기,이천시,2010,2251,1164,1087,6,2009,2295,1185,1110,470657,487028,0.966385916,0.980827887,1.01494431,0.478267613,0.007147379,0.278343796,,
514,경기,이천시,2011,2187,1158,1029,6,2010,2252,1184,1068,441332,457372,0.964930079,0.971136767,1.006432268,0.495545304,0.00318748,0.102458986,,
515,경기,이천시,2012,2124,1116,1008,6,2011,2176,1145,1031,407210,420797,0.967711272,0.976102941,1.008671667,0.521598193,0.004523126,0.161783668,,
516,경기,이천시,2013,2165,1142,1023,6,2012,2215,1162,1053,422944,435284,0.971650692,0.977426637,1.005944466,0.511888099,0.003042901,0.096037303,,
517,경기,이천시,2014,2377,1210,1167,6,2013,2464,1246,1218,465061,480776,0.96731326,0.964691558,0.997289708,0.511115746,-0.001385273,-0.100646636,,
518,경기,이천시,2015,2168,1141,1027,6,2014,2241,1166,1075,441255,454993,0.969806129,0.967425257,0.997545002,0.491325877,-0.001206204,-0.092693021,,
519,경기,이천시,2016,2032,1064,968,6,2015,2044,1067,977,422114,435131,0.970084871,0.994129159,1.024785757,0.481386545,0.01193153,0.490838939,,
520,경기,이천시,2017,2274,1203,1071,6,2016,2298,1222,1076,445571,460063,0.968499966,0.989556136,1.021741012,0.510356374,0.011095664,0.453712725,,
521,경기,이천시,2018,2274,1181,1093,6,2017,2345,1213,1132,447106,462352,0.967025124,0.969722814,1.00278968,0.508604224,0.001418843,0.023902351,,
522,경기,이천시,2019,2291,1163,1128,6,2018,2352,1194,1158,462528,478982,0.965647978,0.974064626,1.008716062,0.495321364,0.004317252,0.152639469,,
523,경기,이천시,2020,2035,1016,1019,6,2019,2082,1041,1041,417119,431843,0.965904275,0.977425552,1.01192797,0.487870368,0.005819303,0.219355311,,
524,경기,파주시,2009,3543,1852,1691,6,2008,3767,1952,1815,462768,488710,0.946917395,0.940536236,0.993261124,0.765610414,-0.005159354,-0.268278032,,
525,경기,파주시,2010,3766,1961,1805,6,2009,3924,2058,1866,470657,487028,0.966385916,0.959734964,0.993117706,0.800158077,-0.005506923,-0.283715838,,
526,경기,파주시,2011,4048,2133,1915,6,2010,4161,2166,1995,441332,457372,0.964930079,0.972843067,1.008200582,0.917223315,0.007521765,0.29497267,,
527,경기,파주시,2012,4011,2075,1936,6,2011,4102,2115,1987,407210,420797,0.967711272,0.9778157,1.010441573,0.984995457,0.010284902,0.417701524,,
528,경기,파주시,2013,4441,2243,2198,6,2012,4497,2292,2205,422944,435284,0.971650692,0.987547254,1.016360366,1.050020807,0.017178725,0.723900913,,
529,경기,파주시,2014,4943,2512,2431,6,2013,5068,2572,2496,465061,480776,0.96731326,0.975335438,1.008293257,1.062871322,0.008814665,0.352398782,,
530,경기,파주시,2015,4757,2456,2301,6,2014,4896,2535,2361,441255,454993,0.969806129,0.971609477,1.001859494,1.078061438,0.002004648,0.049921758,,
531,경기,파주시,2016,4591,2396,2195,6,2015,4710,2451,2259,422114,435131,0.970084871,0.974734607,1.004793123,1.08762088,0.005213101,0.19242994,,
532,경기,파주시,2017,4992,2492,2500,6,2016,5190,2590,2600,445571,460063,0.968499966,0.961849711,0.993133448,1.120360167,-0.007693011,-0.380814193,,
533,경기,파주시,2018,4847,2483,2364,6,2017,5005,2555,2450,447106,462352,0.967025124,0.968431568,1.001454403,1.084082969,0.001576694,0.030913535,,
534,경기,파주시,2019,5245,2689,2556,6,2018,5428,2783,2645,462528,478982,0.965647978,0.966285925,1.000660641,1.133985402,0.000749157,-0.005842753,,
535,경기,파주시,2020,4595,2333,2262,6,2019,4791,2415,2376,417119,431843,0.965904275,0.95908996,0.992945145,1.101604099,-0.007771658,-0.38430739,,
536,경기,평택시,2009,4718,2460,2258,6,2008,4917,2555,2362,462768,488710,0.946917395,0.959528168,1.013317712,1.019517339,0.013577638,0.563953279,,
537,경기,평택시,2010,4672,2350,2322,6,2009,4787,2394,2393,470657,487028,0.966385916,0.975976603,1.009924283,0.992654948,0.009851388,0.398446372,,
538,경기,평택시,2011,4523,2376,2147,6,2010,4613,2440,2173,441332,457372,0.964930079,0.98048992,1.016125356,1.024852039,0.016526104,0.694913775,,
539,경기,평택시,2012,4190,2142,2048,6,2011,4223,2140,2083,407210,420797,0.967711272,0.99218565,1.025290992,1.02895312,0.026023245,1.116743418,,
540,경기,평택시,2013,4508,2318,2190,6,2012,4585,2347,2238,422944,435284,0.971650692,0.983206107,1.01189256,1.065862147,0.01267583,0.523898134,,
541,경기,평택시,2014,4946,2541,2405,6,2013,5075,2612,2463,465061,480776,0.96731326,0.974581281,1.007513616,1.063516399,0.007990854,0.315807975,,
542,경기,평택시,2015,4718,2401,2317,6,2014,4773,2435,2338,441255,454993,0.969806129,0.988476849,1.019252013,1.069223012,0.020584695,0.875182132,,
543,경기,평택시,2016,4704,2401,2303,6,2015,4747,2416,2331,422114,435131,0.970084871,0.990941647,1.02149995,1.114390899,0.023959349,1.025072383,,
